index,subject,experiment,state,start_s,end_s,rr_evaluable,rr_target_bpm,motion_evaluable,motion_target,radar_consensus_rr_bpm,baseline_abs_error,baseline_confidence,baseline_reject
0,S07_KDM,S01,FACE_R1,30.4585,60.4585,1,10.968538308690789,1,0,10.985034970802504,0.016496662111714855,0.8674854083816331,0
1,S07_KDM,S01,FACE_R1,35.4585,65.4585,1,11.303935049260382,1,0,11.245069136296069,0.05886591296431298,0.8704304761244447,0
2,S07_KDM,S01,FACE_R1,40.4585,70.4585,1,11.423627693595582,1,0,11.570006071600025,0.1463783780044423,0.8670606911579165,0
3,S07_KDM,S01,FACE_R1,45.4585,75.4585,1,11.66184274094896,1,0,11.865573179596925,0.20373043864796614,0.8700354615998208,0
4,S07_KDM,S01,FACE_R2,89.4,119.4,1,18.697243256110113,1,0,18.523959123998615,0.1732841321114975,0.8596157397414147,0
5,S07_KDM,S01,FACE_R2,94.4,124.4,1,18.132301467664366,1,0,18.046391480871634,0.08590998679273198,0.8566439591666383,0
6,S07_KDM,S01,FACE_R2,99.4,129.4,1,17.24695982446305,1,0,17.197270384736147,0.04968943972690454,0.8532555589607479,0
7,S07_KDM,S01,FACE_R2,104.4,134.4,1,16.441054990360197,1,0,16.46097184763767,0.01991685727747239,0.8554706818953818,0
8,S07_KDM,S01,FACE_R2,109.4,139.4,1,15.653689199891222,1,0,15.812870908778859,0.15918170888763683,0.8686186655068245,0
9,S07_KDM,S01,FACE_R3,151.3,181.3,1,11.467976626032566,1,0,11.647569943471373,0.17959331743880647,0.8633367306032674,0
10,S07_KDM,S01,FACE_R3,156.3,186.3,1,11.405403466507806,1,0,11.52668135538716,0.12127788887935331,0.8499351647670942,0
11,S07_KDM,S01,FACE_R3,161.3,191.3,1,11.263122019496429,1,0,11.349957481951979,0.08683546245555007,0.8430173727938998,0
12,S07_KDM,S01,FACE_R3,166.3,196.3,1,10.487755443672334,1,0,11.012672778347085,0.5249173346747504,0.8124591171920739,0
13,S07_KDM,S01,FACE_R3,171.3,201.3,1,15.905704298190349,1,0,10.164906705313117,5.740797592877232,0.7668608756177481,0
14,S07_KDM,S01,FACE_R3,176.3,206.3,1,15.580807668025862,1,0,15.658040285887196,0.07723261786133406,0.8315854681356217,0
15,S07_KDM,S02,NORMAL,286.189,316.189,1,16.539575159656426,1,0,16.859615013625497,0.320039853969071,0.8172809885389783,0
16,S07_KDM,S02,NORMAL,291.189,321.189,1,15.839691005712771,1,0,16.055208975664915,0.21551796995214367,0.8616429692826783,0
17,S07_KDM,S02,NORMAL,296.189,326.189,1,15.69630739366422,1,0,16.026750171321027,0.3304427776568062,0.8238800783565031,0
18,S07_KDM,S02,NORMAL,301.189,331.189,1,15.222699672588076,1,0,14.51779577617653,0.7049038964115457,0.731044385012786,0
19,S07_KDM,S02,NORMAL,306.189,336.189,1,13.594707005903256,1,0,13.810334650976937,0.21562764507368115,0.8285796626071386,0
20,S07_KDM,S02,SLOW,346.189,376.189,1,6.0710946997684,1,0,6.080781142056486,0.009686442288085573,0.8268405575292137,0
21,S07_KDM,S02,SLOW,351.189,381.189,1,5.979237905105835,1,0,6.066973542295239,0.0877356371894038,0.8359377898482662,0
22,S07_KDM,S02,SLOW,356.189,386.189,1,5.977395705225739,1,0,6.003203914952713,0.025808209726974063,0.8080946021101238,0
23,S07_KDM,S02,SLOW,361.189,391.189,1,5.968445773568542,1,0,5.9896576678442,0.02121189427565806,0.8057145104141512,0
24,S07_KDM,S02,SLOW,366.189,396.189,1,5.895366988326977,1,0,6.118313124166638,0.2229461358396616,0.8569609986468956,0
25,S07_KDM,S02,POST_HOLD,436.189,466.189,1,13.477202506228501,1,0,13.348416170680759,0.12878633554774233,0.8610747351550102,0
26,S07_KDM,S02,POST_HOLD,441.189,471.189,1,12.095197501215551,1,0,12.132386338844242,0.03718883762869041,0.8623177116998143,0
27,S07_KDM,S02,POST_HOLD,446.189,476.189,1,11.348535146844092,1,0,11.445050410661729,0.09651526381763631,0.8440890019849662,0
28,S07_KDM,S02,POST_HOLD,451.189,481.189,1,10.815237715901105,1,0,11.01428077400792,0.199043058106815,0.8432906145607522,0
29,S07_KDM,S02,POST_HOLD,456.189,486.189,1,10.694408638542024,1,0,10.79772976175114,0.1033211232091169,0.814451089803469,0
30,S07_KDM,S02,SQUAT,511.189,541.189,0,,1,1,10.651594162338975,,0.5995415909324171,1
31,S07_KDM,S02,SQUAT,516.189,546.189,0,,1,1,11.188622334505427,,0.7459527910887298,1
